product_id,product_name,brand,category,image_url,ingredient_list_raw,extracted_ingredients,health_category,allergen_flags,nutrition_summary,health_score,region
ns_00156,Reliance Fresh Dairy Mix 157,Reliance Fresh,dairy,https://static.openfoodfacts.org/images/products/1000000000156/front_en.400.jpg,"milk, milk solids, stabiliser (E412), protein, sodium benzoate, vitamin","[""milk"", ""milk solids"", ""stabiliser (E412)"", ""protein"", ""sodium benzoate"", ""vitamin""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 51, ""sugar_g"": 26.4, ""sodium_mg"": 423, ""fat_g"": 4.1, ""protein_g"": 8.1}",45,India
ns_00157,Sunrise Foods Dairy Mix 158,Sunrise Foods,dairy,https://static.openfoodfacts.org/images/products/1000000000157/front_en.400.jpg,"milk, milk solids, stabiliser (E412), olive oil, monosodium glutamate, sugar","[""milk"", ""milk solids"", ""stabiliser (E412)"", ""olive oil"", ""monosodium glutamate"", ""sugar""]",Harmful,"{""gluten"": true, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 244, ""sugar_g"": 0.1, ""sodium_mg"": 755, ""fat_g"": 11.4, ""protein_g"": 8.0}",36,India
ns_00158,Kohinoor Dairy Mix 159,Kohinoor,dairy,https://static.openfoodfacts.org/images/products/1000000000158/front_en.400.jpg,"milk, milk solids, stabiliser (E412), milk, protein, fiber","[""milk"", ""milk solids"", ""stabiliser (E412)"", ""milk"", ""protein"", ""fiber""]",Neutral,"{""gluten"": false, ""nuts"": true, ""dairy"": false, ""soy"": true, ""sesame"": false, ""egg"": false}","{""calories"": 320, ""sugar_g"": 22.2, ""sodium_mg"": 341, ""fat_g"": 9.1, ""protein_g"": 10.4}",61,India
ns_00159,Reliance Fresh Dairy Mix 160,Reliance Fresh,dairy,https://static.openfoodfacts.org/images/products/1000000000159/front_en.400.jpg,"milk, milk solids, stabiliser (E412), olive oil, sorbitol, milk","[""milk"", ""milk solids"", ""stabiliser (E412)"", ""olive oil"", ""sorbitol"", ""milk""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": true, ""soy"": true, ""sesame"": false, ""egg"": false}","{""calories"": 462, ""sugar_g"": 20.2, ""sodium_mg"": 371, ""fat_g"": 31.2, ""protein_g"": 18.9}",46,India
ns_00160,MDH Dairy Mix 161,MDH,dairy,https://static.openfoodfacts.org/images/products/1000000000160/front_en.400.jpg,"milk, milk solids, stabiliser (E412), fruit, fiber, olive oil","[""milk"", ""milk solids"", ""stabiliser (E412)"", ""fruit"", ""fiber"", ""olive oil""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 332, ""sugar_g"": 14.3, ""sodium_mg"": 888, ""fat_g"": 5.6, ""protein_g"": 14.2}",57,India
ns_00161,Nilgiris Bakery Mix 162,Nilgiris,bakery,https://static.openfoodfacts.org/images/products/1000000000161/front_en.400.jpg,"wheat flour, sugar, vegetable oil, oats, vegetable, lentil","[""wheat flour"", ""sugar"", ""vegetable oil"", ""oats"", ""vegetable"", ""lentil""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": true}","{""calories"": 246, ""sugar_g"": 18.9, ""sodium_mg"": 723, ""fat_g"": 10.8, ""protein_g"": 18.2}",43,India
ns_00162,ITC Snacks Mix 163,ITC,snacks,https://static.openfoodfacts.org/images/products/1000000000162/front_en.400.jpg,"potato, vegetable oil (palm), salt, trans fat, artificial flavour, artificial flavour","[""potato"", ""vegetable oil (palm)"", ""salt"", ""trans fat"", ""artificial flavour"", ""artificial flavour""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 430, ""sugar_g"": 23.9, ""sodium_mg"": 762, ""fat_g"": 0.8, ""protein_g"": 0.1}",21,India
ns_00163,Organic Valley Bakery Mix 164,Organic Valley,bakery,https://static.openfoodfacts.org/images/products/1000000000163/front_en.400.jpg,"wheat flour, sugar, vegetable oil, protein, monosodium glutamate, monosodium glutamate","[""wheat flour"", ""sugar"", ""vegetable oil"", ""protein"", ""monosodium glutamate"", ""monosodium glutamate""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": true, ""sesame"": false, ""egg"": false}","{""calories"": 216, ""sugar_g"": 2.8, ""sodium_mg"": 885, ""fat_g"": 34.4, ""protein_g"": 3.4}",32,India
ns_00164,ITC Frozen Mix 165,ITC,frozen,https://static.openfoodfacts.org/images/products/1000000000164/front_en.400.jpg,"vegetables, vegetable oil, salt, high fructose corn syrup, vitamin, lentil","[""vegetables"", ""vegetable oil"", ""salt"", ""high fructose corn syrup"", ""vitamin"", ""lentil""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 462, ""sugar_g"": 5.0, ""sodium_mg"": 566, ""fat_g"": 4.9, ""protein_g"": 10.0}",53,India
ns_00165,Amul Snacks Mix 166,Amul,snacks,https://static.openfoodfacts.org/images/products/1000000000165/front_en.400.jpg,"potato, vegetable oil (palm), salt, fruit, whole grain, milk","[""potato"", ""vegetable oil (palm)"", ""salt"", ""fruit"", ""whole grain"", ""milk""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": true, ""sesame"": false, ""egg"": false}","{""calories"": 374, ""sugar_g"": 29.5, ""sodium_mg"": 456, ""fat_g"": 13.3, ""protein_g"": 12.4}",58,India
ns_00166,ITC Dairy Mix 167,ITC,dairy,https://static.openfoodfacts.org/images/products/1000000000166/front_en.400.jpg,"milk, milk solids, stabiliser (E412), fiber, milk, vitamin","[""milk"", ""milk solids"", ""stabiliser (E412)"", ""fiber"", ""milk"", ""vitamin""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": true, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 486, ""sugar_g"": 10.3, ""sodium_mg"": 812, ""fat_g"": 12.0, ""protein_g"": 19.8}",57,India
ns_00167,Golden Harvest Condiments Mix 168,Golden Harvest,condiments,https://static.openfoodfacts.org/images/products/1000000000167/front_en.400.jpg,"chili, salt, vinegar, olive oil, oats, olive oil","[""chili"", ""salt"", ""vinegar"", ""olive oil"", ""oats"", ""olive oil""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": true, ""egg"": false}","{""calories"": 241, ""sugar_g"": 11.8, ""sodium_mg"": 346, ""fat_g"": 23.3, ""protein_g"": 5.4}",63,India
ns_00168,ITC Beverages Mix 169,ITC,beverages,https://static.openfoodfacts.org/images/products/1000000000168/front_en.400.jpg,"water, sugar, citric acid, protein, sodium benzoate, fruit","[""water"", ""sugar"", ""citric acid"", ""protein"", ""sodium benzoate"", ""fruit""]",Neutral,"{""gluten"": false, ""nuts"": true, ""dairy"": false, ""soy"": true, ""sesame"": false, ""egg"": false}","{""calories"": 188, ""sugar_g"": 4.1, ""sodium_mg"": 172, ""fat_g"": 0.6, ""protein_g"": 4.2}",46,India
ns_00169,Haldiram's Ready_Meals Mix 170,Haldiram's,ready_meals,https://static.openfoodfacts.org/images/products/1000000000169/front_en.400.jpg,"rice, vegetable oil, salt, vegetable, olive oil, preservative","[""rice"", ""vegetable oil"", ""salt"", ""vegetable"", ""olive oil"", ""preservative""]",Harmful,"{""gluten"": false, ""nuts"": true, ""dairy"": true, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 516, ""sugar_g"": 18.8, ""sodium_mg"": 568, ""fat_g"": 31.3, ""protein_g"": 5.4}",43,India
ns_00170,Patanjali Bakery Mix 171,Patanjali,bakery,https://static.openfoodfacts.org/images/products/1000000000170/front_en.400.jpg,"wheat flour, sugar, vegetable oil, preservative, fiber, protein","[""wheat flour"", ""sugar"", ""vegetable oil"", ""preservative"", ""fiber"", ""protein""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": true, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 327, ""sugar_g"": 12.7, ""sodium_mg"": 21, ""fat_g"": 20.1, ""protein_g"": 13.7}",48,India
ns_00171,Golden Harvest Sauces Mix 172,Golden Harvest,sauces,https://static.openfoodfacts.org/images/products/1000000000171/front_en.400.jpg,"tomato paste, vinegar, salt, sodium benzoate, protein, protein","[""tomato paste"", ""vinegar"", ""salt"", ""sodium benzoate"", ""protein"", ""protein""]",Harmful,"{""gluten"": false, ""nuts"": true, ""dairy"": false, ""soy"": true, ""sesame"": false, ""egg"": false}","{""calories"": 339, ""sugar_g"": 22.9, ""sodium_mg"": 643, ""fat_g"": 25.6, ""protein_g"": 16.0}",36,India
ns_00172,Organic Valley Dairy Mix 173,Organic Valley,dairy,https://static.openfoodfacts.org/images/products/1000000000172/front_en.400.jpg,"milk, milk solids, stabiliser (E412), vitamin, preservative, whole grain","[""milk"", ""milk solids"", ""stabiliser (E412)"", ""vitamin"", ""preservative"", ""whole grain""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": true, ""sesame"": false, ""egg"": false}","{""calories"": 351, ""sugar_g"": 22.2, ""sodium_mg"": 865, ""fat_g"": 7.1, ""protein_g"": 19.3}",38,India
ns_00173,Reliance Fresh Sauces Mix 174,Reliance Fresh,sauces,https://static.openfoodfacts.org/images/products/1000000000173/front_en.400.jpg,"tomato paste, vinegar, salt, sugar, lentil, fruit","[""tomato paste"", ""vinegar"", ""salt"", ""sugar"", ""lentil"", ""fruit""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": true}","{""calories"": 146, ""sugar_g"": 1.3, ""sodium_mg"": 579, ""fat_g"": 6.5, ""protein_g"": 16.1}",51,India
ns_00174,Nilgiris Beverages Mix 175,Nilgiris,beverages,https://static.openfoodfacts.org/images/products/1000000000174/front_en.400.jpg,"water, sugar, citric acid, vegetable, sugar, milk","[""water"", ""sugar"", ""citric acid"", ""vegetable"", ""sugar"", ""milk""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 360, ""sugar_g"": 14.3, ""sodium_mg"": 26, ""fat_g"": 25.5, ""protein_g"": 2.3}",56,India
ns_00175,Patanjali Snacks Mix 176,Patanjali,snacks,https://static.openfoodfacts.org/images/products/1000000000175/front_en.400.jpg,"potato, vegetable oil (palm), salt, fruit, sodium benzoate, fruit","[""potato"", ""vegetable oil (palm)"", ""salt"", ""fruit"", ""sodium benzoate"", ""fruit""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": true, ""sesame"": false, ""egg"": false}","{""calories"": 292, ""sugar_g"": 10.7, ""sodium_mg"": 683, ""fat_g"": 30.1, ""protein_g"": 2.9}",44,India
ns_00176,Amul Ready_Meals Mix 177,Amul,ready_meals,https://static.openfoodfacts.org/images/products/1000000000176/front_en.400.jpg,"rice, vegetable oil, salt, vegetable, sugar, milk","[""rice"", ""vegetable oil"", ""salt"", ""vegetable"", ""sugar"", ""milk""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 117, ""sugar_g"": 21.6, ""sodium_mg"": 121, ""fat_g"": 23.2, ""protein_g"": 2.6}",50,India
ns_00177,MDH Beverages Mix 178,MDH,beverages,https://static.openfoodfacts.org/images/products/1000000000177/front_en.400.jpg,"water, sugar, citric acid, fiber, vitamin, monosodium glutamate","[""water"", ""sugar"", ""citric acid"", ""fiber"", ""vitamin"", ""monosodium glutamate""]",Neutral,"{""gluten"": false, ""nuts"": true, ""dairy"": true, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 104, ""sugar_g"": 0.8, ""sodium_mg"": 315, ""fat_g"": 30.6, ""protein_g"": 11.5}",45,India
ns_00178,ITC Beverages Mix 179,ITC,beverages,https://static.openfoodfacts.org/images/products/1000000000178/front_en.400.jpg,"water, sugar, citric acid, sodium benzoate, whole grain, high fructose corn syrup","[""water"", ""sugar"", ""citric acid"", ""sodium benzoate"", ""whole grain"", ""high fructose corn syrup""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 358, ""sugar_g"": 3.0, ""sodium_mg"": 99, ""fat_g"": 4.9, ""protein_g"": 15.7}",33,India
ns_00179,Kohinoor Frozen Mix 180,Kohinoor,frozen,https://static.openfoodfacts.org/images/products/1000000000179/front_en.400.jpg,"vegetables, vegetable oil, salt, milk, olive oil, fruit","[""vegetables"", ""vegetable oil"", ""salt"", ""milk"", ""olive oil"", ""fruit""]",Healthy,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": true, ""egg"": false}","{""calories"": 452, ""sugar_g"": 0.3, ""sodium_mg"": 21, ""fat_g"": 9.3, ""protein_g"": 11.4}",81,India
ns_00180,Kohinoor Sauces Mix 181,Kohinoor,sauces,https://static.openfoodfacts.org/images/products/1000000000180/front_en.400.jpg,"tomato paste, vinegar, salt, milk, milk, lentil","[""tomato paste"", ""vinegar"", ""salt"", ""milk"", ""milk"", ""lentil""]",Neutral,"{""gluten"": true, ""nuts"": false, ""dairy"": false, ""soy"": true, ""sesame"": false, ""egg"": false}","{""calories"": 208, ""sugar_g"": 7.0, ""sodium_mg"": 456, ""fat_g"": 18.0, ""protein_g"": 13.6}",63,India
ns_00181,Haldiram's Sauces Mix 182,Haldiram's,sauces,https://static.openfoodfacts.org/images/products/1000000000181/front_en.400.jpg,"tomato paste, vinegar, salt, milk, oats, vegetable","[""tomato paste"", ""vinegar"", ""salt"", ""milk"", ""oats"", ""vegetable""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 271, ""sugar_g"": 19.2, ""sodium_mg"": 292, ""fat_g"": 13.2, ""protein_g"": 8.0}",63,India
ns_00182,Golden Harvest Frozen Mix 183,Golden Harvest,frozen,https://static.openfoodfacts.org/images/products/1000000000182/front_en.400.jpg,"vegetables, vegetable oil, salt, protein, high fructose corn syrup, trans fat","[""vegetables"", ""vegetable oil"", ""salt"", ""protein"", ""high fructose corn syrup"", ""trans fat""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": true, ""sesame"": false, ""egg"": false}","{""calories"": 93, ""sugar_g"": 23.1, ""sodium_mg"": 803, ""fat_g"": 14.4, ""protein_g"": 14.2}",24,India
ns_00183,Kohinoor Bakery Mix 184,Kohinoor,bakery,https://static.openfoodfacts.org/images/products/1000000000183/front_en.400.jpg,"wheat flour, sugar, vegetable oil, sodium benzoate, fiber, vegetable","[""wheat flour"", ""sugar"", ""vegetable oil"", ""sodium benzoate"", ""fiber"", ""vegetable""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 464, ""sugar_g"": 17.6, ""sodium_mg"": 708, ""fat_g"": 12.1, ""protein_g"": 19.8}",29,India
ns_00184,Organic Valley Snacks Mix 185,Organic Valley,snacks,https://static.openfoodfacts.org/images/products/1000000000184/front_en.400.jpg,"potato, vegetable oil (palm), salt, trans fat, protein, sodium benzoate","[""potato"", ""vegetable oil (palm)"", ""salt"", ""trans fat"", ""protein"", ""sodium benzoate""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 137, ""sugar_g"": 17.7, ""sodium_mg"": 282, ""fat_g"": 32.6, ""protein_g"": 7.1}",37,India
ns_00185,MDH Confectionery Mix 186,MDH,confectionery,https://static.openfoodfacts.org/images/products/1000000000185/front_en.400.jpg,"sugar, cocoa butter, milk powder, lentil, sodium nitrate, fiber","[""sugar"", ""cocoa butter"", ""milk powder"", ""lentil"", ""sodium nitrate"", ""fiber""]",Neutral,"{""gluten"": true, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 192, ""sugar_g"": 8.9, ""sodium_mg"": 210, ""fat_g"": 26.0, ""protein_g"": 9.0}",46,India
ns_00186,Britannia Cereals Mix 187,Britannia,cereals,https://static.openfoodfacts.org/images/products/1000000000186/front_en.400.jpg,"oats, sugar, malted barley, sodium benzoate, vitamin, protein","[""oats"", ""sugar"", ""malted barley"", ""sodium benzoate"", ""vitamin"", ""protein""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 546, ""sugar_g"": 25.8, ""sodium_mg"": 146, ""fat_g"": 0.6, ""protein_g"": 1.2}",39,India
ns_00187,Kohinoor Dairy Mix 188,Kohinoor,dairy,https://static.openfoodfacts.org/images/products/1000000000187/front_en.400.jpg,"milk, milk solids, stabiliser (E412), lentil, fiber, milk","[""milk"", ""milk solids"", ""stabiliser (E412)"", ""lentil"", ""fiber"", ""milk""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": true}","{""calories"": 41, ""sugar_g"": 16.0, ""sodium_mg"": 161, ""fat_g"": 32.7, ""protein_g"": 19.4}",67,India
ns_00188,ITC Snacks Mix 189,ITC,snacks,https://static.openfoodfacts.org/images/products/1000000000188/front_en.400.jpg,"potato, vegetable oil (palm), salt, high fructose corn syrup, milk, artificial flavour","[""potato"", ""vegetable oil (palm)"", ""salt"", ""high fructose corn syrup"", ""milk"", ""artificial flavour""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": true, ""egg"": false}","{""calories"": 289, ""sugar_g"": 2.4, ""sodium_mg"": 889, ""fat_g"": 5.7, ""protein_g"": 18.6}",33,India
ns_00189,ITC Beverages Mix 190,ITC,beverages,https://static.openfoodfacts.org/images/products/1000000000189/front_en.400.jpg,"water, sugar, citric acid, olive oil, lentil, trans fat","[""water"", ""sugar"", ""citric acid"", ""olive oil"", ""lentil"", ""trans fat""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": true, ""egg"": false}","{""calories"": 158, ""sugar_g"": 26.8, ""sodium_mg"": 343, ""fat_g"": 7.7, ""protein_g"": 13.8}",31,India
ns_00190,Patanjali Snacks Mix 191,Patanjali,snacks,https://static.openfoodfacts.org/images/products/1000000000190/front_en.400.jpg,"potato, vegetable oil (palm), salt, vegetable, fruit, sorbitol","[""potato"", ""vegetable oil (palm)"", ""salt"", ""vegetable"", ""fruit"", ""sorbitol""]",Neutral,"{""gluten"": true, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 375, ""sugar_g"": 19.3, ""sodium_mg"": 325, ""fat_g"": 32.1, ""protein_g"": 14.2}",47,India
ns_00191,MDH Condiments Mix 192,MDH,condiments,https://static.openfoodfacts.org/images/products/1000000000191/front_en.400.jpg,"chili, salt, vinegar, vitamin, milk, fiber","[""chili"", ""salt"", ""vinegar"", ""vitamin"", ""milk"", ""fiber""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 299, ""sugar_g"": 29.2, ""sodium_mg"": 873, ""fat_g"": 20.7, ""protein_g"": 1.9}",46,India
ns_00192,ITC Confectionery Mix 193,ITC,confectionery,https://static.openfoodfacts.org/images/products/1000000000192/front_en.400.jpg,"sugar, cocoa butter, milk powder, artificial flavour, protein, vegetable","[""sugar"", ""cocoa butter"", ""milk powder"", ""artificial flavour"", ""protein"", ""vegetable""]",Neutral,"{""gluten"": false, ""nuts"": true, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 68, ""sugar_g"": 2.4, ""sodium_mg"": 43, ""fat_g"": 17.1, ""protein_g"": 14.4}",52,India
ns_00193,Nilgiris Beverages Mix 194,Nilgiris,beverages,https://static.openfoodfacts.org/images/products/1000000000193/front_en.400.jpg,"water, sugar, citric acid, milk, milk, sorbitol","[""water"", ""sugar"", ""citric acid"", ""milk"", ""milk"", ""sorbitol""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 536, ""sugar_g"": 13.4, ""sodium_mg"": 429, ""fat_g"": 32.7, ""protein_g"": 10.9}",33,India
ns_00194,Organic Valley Ready_Meals Mix 195,Organic Valley,ready_meals,https://static.openfoodfacts.org/images/products/1000000000194/front_en.400.jpg,"rice, vegetable oil, salt, whole grain, olive oil, artificial flavour","[""rice"", ""vegetable oil"", ""salt"", ""whole grain"", ""olive oil"", ""artificial flavour""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 151, ""sugar_g"": 7.6, ""sodium_mg"": 24, ""fat_g"": 2.5, ""protein_g"": 7.7}",62,India
ns_00195,Kohinoor Beverages Mix 196,Kohinoor,beverages,https://static.openfoodfacts.org/images/products/1000000000195/front_en.400.jpg,"water, sugar, citric acid, whole grain, monosodium glutamate, vegetable","[""water"", ""sugar"", ""citric acid"", ""whole grain"", ""monosodium glutamate"", ""vegetable""]",Neutral,"{""gluten"": true, ""nuts"": true, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 205, ""sugar_g"": 2.3, ""sodium_mg"": 74, ""fat_g"": 10.4, ""protein_g"": 9.0}",49,India
ns_00196,Parle Sauces Mix 197,Parle,sauces,https://static.openfoodfacts.org/images/products/1000000000196/front_en.400.jpg,"tomato paste, vinegar, salt, vegetable, whole grain, lentil","[""tomato paste"", ""vinegar"", ""salt"", ""vegetable"", ""whole grain"", ""lentil""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 103, ""sugar_g"": 14.7, ""sodium_mg"": 397, ""fat_g"": 30.7, ""protein_g"": 18.0}",63,India
ns_00197,Kohinoor Frozen Mix 198,Kohinoor,frozen,https://static.openfoodfacts.org/images/products/1000000000197/front_en.400.jpg,"vegetables, vegetable oil, salt, oats, preservative, fiber","[""vegetables"", ""vegetable oil"", ""salt"", ""oats"", ""preservative"", ""fiber""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 133, ""sugar_g"": 9.7, ""sodium_mg"": 731, ""fat_g"": 3.5, ""protein_g"": 4.6}",47,India
ns_00198,Amul Confectionery Mix 199,Amul,confectionery,https://static.openfoodfacts.org/images/products/1000000000198/front_en.400.jpg,"sugar, cocoa butter, milk powder, sodium nitrate, olive oil, vitamin","[""sugar"", ""cocoa butter"", ""milk powder"", ""sodium nitrate"", ""olive oil"", ""vitamin""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 345, ""sugar_g"": 5.0, ""sodium_mg"": 151, ""fat_g"": 30.4, ""protein_g"": 6.4}",49,India
ns_00199,Britannia Frozen Mix 200,Britannia,frozen,https://static.openfoodfacts.org/images/products/1000000000199/front_en.400.jpg,"vegetables, vegetable oil, salt, vegetable, whole grain, milk","[""vegetables"", ""vegetable oil"", ""salt"", ""vegetable"", ""whole grain"", ""milk""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 429, ""sugar_g"": 21.3, ""sodium_mg"": 752, ""fat_g"": 19.3, ""protein_g"": 18.6}",53,India
ns_00200,Amul Condiments Mix 201,Amul,condiments,https://static.openfoodfacts.org/images/products/1000000000200/front_en.400.jpg,"chili, salt, vinegar, high fructose corn syrup, lentil, preservative","[""chili"", ""salt"", ""vinegar"", ""high fructose corn syrup"", ""lentil"", ""preservative""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 268, ""sugar_g"": 27.2, ""sodium_mg"": 807, ""fat_g"": 1.0, ""protein_g"": 16.7}",19,India
ns_00201,Organic Valley Sauces Mix 202,Organic Valley,sauces,https://static.openfoodfacts.org/images/products/1000000000201/front_en.400.jpg,"tomato paste, vinegar, salt, fruit, milk, lentil","[""tomato paste"", ""vinegar"", ""salt"", ""fruit"", ""milk"", ""lentil""]",Healthy,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 474, ""sugar_g"": 0.5, ""sodium_mg"": 88, ""fat_g"": 10.7, ""protein_g"": 2.2}",76,India
ns_00202,Patanjali Frozen Mix 203,Patanjali,frozen,https://static.openfoodfacts.org/images/products/1000000000202/front_en.400.jpg,"vegetables, vegetable oil, salt, artificial flavour, oats, whole grain","[""vegetables"", ""vegetable oil"", ""salt"", ""artificial flavour"", ""oats"", ""whole grain""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 488, ""sugar_g"": 6.8, ""sodium_mg"": 475, ""fat_g"": 24.7, ""protein_g"": 18.4}",54,India
ns_00203,Sunrise Foods Confectionery Mix 204,Sunrise Foods,confectionery,https://static.openfoodfacts.org/images/products/1000000000203/front_en.400.jpg,"sugar, cocoa butter, milk powder, trans fat, vegetable, olive oil","[""sugar"", ""cocoa butter"", ""milk powder"", ""trans fat"", ""vegetable"", ""olive oil""]",Harmful,"{""gluten"": true, ""nuts"": true, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 139, ""sugar_g"": 18.7, ""sodium_mg"": 680, ""fat_g"": 11.3, ""protein_g"": 8.9}",32,India
ns_00204,Golden Harvest Dairy Mix 205,Golden Harvest,dairy,https://static.openfoodfacts.org/images/products/1000000000204/front_en.400.jpg,"milk, milk solids, stabiliser (E412), vitamin, fiber, high fructose corn syrup","[""milk"", ""milk solids"", ""stabiliser (E412)"", ""vitamin"", ""fiber"", ""high fructose corn syrup""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 250, ""sugar_g"": 6.3, ""sodium_mg"": 65, ""fat_g"": 6.6, ""protein_g"": 3.6}",62,India
ns_00205,Nilgiris Condiments Mix 206,Nilgiris,condiments,https://static.openfoodfacts.org/images/products/1000000000205/front_en.400.jpg,"chili, salt, vinegar, high fructose corn syrup, vegetable, artificial flavour","[""chili"", ""salt"", ""vinegar"", ""high fructose corn syrup"", ""vegetable"", ""artificial flavour""]",Harmful,"{""gluten"": true, ""nuts"": false, ""dairy"": true, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 217, ""sugar_g"": 23.2, ""sodium_mg"": 580, ""fat_g"": 12.8, ""protein_g"": 11.1}",25,India
ns_00206,Kohinoor Sauces Mix 207,Kohinoor,sauces,https://static.openfoodfacts.org/images/products/1000000000206/front_en.400.jpg,"tomato paste, vinegar, salt, fruit, sorbitol, high fructose corn syrup","[""tomato paste"", ""vinegar"", ""salt"", ""fruit"", ""sorbitol"", ""high fructose corn syrup""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": true}","{""calories"": 284, ""sugar_g"": 4.8, ""sodium_mg"": 403, ""fat_g"": 10.9, ""protein_g"": 5.9}",38,India
